"Date","Volts(V)","Current(A)","Temperature(°C)","State Of Charge(%)"
"2021-08-16 01:53:00",52.288,-1.997,23,47
"2021-08-16 01:54:00",52.288,-1.997,23,47
"2021-08-16 01:55:00",52.288,-2.017,23,47
"2021-08-16 01:56:00",52.288,-2.006,23,47
"2021-08-16 01:57:00",52.288,-2.019,23,47
"2021-08-16 01:58:00",52.288,-2,23,47
"2021-08-16 01:59:00",52.288,-2.012,23,47
"2021-08-16 02:00:00",52.288,-1.986,23,47
"2021-08-16 02:01:00",52.288,-2.025,23,47
"2021-08-16 02:02:00",52.288,-1.995,23,47
"2021-08-16 02:03:00",52.288,-2.013,23,47
"2021-08-16 02:04:00",52.288,-2.014,23,47
"2021-08-16 02:05:00",52.288,-2.005,23,47
"2021-08-16 02:06:00",52.288,-1.996,23,47
"2021-08-16 02:07:00",52.288,-1.983,23,47
"2021-08-16 02:08:00",52.288,-1.985,23,47
"2021-08-16 02:09:00",52.288,-1.989,23,46
"2021-08-16 02:10:00",52.288,-1.996,23,46
"2021-08-16 02:11:00",52.288,-2.008,23,46
"2021-08-16 02:12:00",52.288,-1.996,23,46
"2021-08-16 02:13:00",52.272,-1.991,23,46
"2021-08-16 02:14:00",52.272,-1.989,23,46
"2021-08-16 02:15:00",52.272,-1.982,23,46
"2021-08-16 02:16:00",52.272,-1.988,23,46
"2021-08-16 02:17:00",52.272,-1.989,23,46
"2021-08-16 02:18:00",52.272,-2,23,46
"2021-08-16 02:19:00",52.272,-1.999,23,46
"2021-08-16 02:20:00",52.256,-1.995,23,46
"2021-08-16 02:21:00",52.256,-1.989,23,46
"2021-08-16 02:22:00",52.256,-1.985,23,46
"2021-08-16 02:23:00",52.256,-1.982,23,46
"2021-08-16 02:24:00",52.256,-1.979,23,45
"2021-08-16 02:25:00",52.256,-1.997,23,45
"2021-08-16 02:26:00",52.256,-2.001,23,45
"2021-08-16 02:27:00",52.256,-1.998,23,45
"2021-08-16 02:28:00",52.256,-1.987,23,45
"2021-08-16 02:29:00",52.256,-1.989,23,45
"2021-08-16 02:30:00",52.256,-1.969,23,45
"2021-08-16 02:31:00",52.256,-1.977,23,45
"2021-08-16 02:32:00",52.256,-1.993,23,45
"2021-08-16 02:33:00",52.256,-1.991,23,45
"2021-08-16 02:34:00",52.256,-1.988,23,45
"2021-08-16 02:35:00",52.256,-1.994,23,45
"2021-08-16 02:36:00",52.24,-1.985,23,45
"2021-08-16 02:37:00",52.24,-1.973,23,45
"2021-08-16 02:38:00",52.24,-1.983,23,45
"2021-08-16 02:39:00",52.24,-1.98,23,45
"2021-08-16 02:40:00",52.24,-1.979,23,44
"2021-08-16 02:41:00",52.24,-1.997,23,44
"2021-08-16 02:42:00",52.24,-1.992,23,44
"2021-08-16 02:43:00",52.24,-1.979,23,44
"2021-08-16 02:44:00",52.24,-1.973,23,44
"2021-08-16 02:45:00",52.24,-1.975,22,44
"2021-08-16 02:46:00",52.24,-1.977,22,44
"2021-08-16 02:47:00",52.24,-1.983,22,44
"2021-08-16 02:48:00",52.24,-1.992,22,44
"2021-08-16 02:49:00",52.24,-1.995,22,44
"2021-08-16 02:50:00",52.24,-1.989,22,44
"2021-08-16 02:51:00",52.24,-1.98,22,44
"2021-08-16 02:52:00",52.24,-1.978,22,44
"2021-08-16 02:53:00",52.24,-1.971,22,44
"2021-08-16 02:54:00",52.24,-1.966,22,44
"2021-08-16 02:55:00",52.24,-1.983,22,43
"2021-08-16 02:56:00",52.24,-1.994,22,43
"2021-08-16 02:57:00",52.224,-1.984,22,43
"2021-08-16 02:58:00",52.224,-2.009,22,43
"2021-08-16 02:59:00",52.224,-1.962,22,43
"2021-08-16 03:00:00",52.224,-2.008,22,43
"2021-08-16 03:01:00",52.24,-1.962,22,43
"2021-08-16 03:02:00",52.24,-1.984,22,43
"2021-08-16 03:03:00",52.24,-1.987,22,43
"2021-08-16 03:04:00",52.24,-1.973,22,43
"2021-08-16 03:05:00",52.224,-1.977,22,43
"2021-08-16 03:06:00",52.224,-1.974,22,43
"2021-08-16 03:07:00",52.224,-1.963,22,43
"2021-08-16 03:08:00",52.224,-1.972,22,43
"2021-08-16 03:09:00",52.24,-0.81,22,43
"2021-08-16 03:10:00",52.24,-0.812,22,43
"2021-08-16 03:11:00",52.24,-0.811,22,43
"2021-08-16 03:12:00",52.24,-0.806,22,42
"2021-08-16 03:13:00",52.256,-0.8,22,42
"2021-08-16 03:14:00",52.272,-0.798,22,42
"2021-08-16 03:15:00",52.288,-0.8,22,42
"2021-08-16 03:16:00",52.288,-0.806,22,42
"2021-08-16 03:17:00",52.304,-0.812,22,42
"2021-08-16 03:18:00",52.304,-0.812,22,42
"2021-08-16 03:19:00",52.288,-0.808,22,42
"2021-08-16 03:20:00",52.288,-0.8,22,42
"2021-08-16 03:21:00",52.288,-0.799,22,42
"2021-08-16 03:22:00",52.304,-0.799,22,42
"2021-08-16 03:23:00",52.304,-0.804,22,42
"2021-08-16 03:24:00",52.304,-0.809,22,42
"2021-08-16 03:25:00",52.304,-0.813,22,42
"2021-08-16 03:26:00",52.304,-0.81,22,42
"2021-08-16 03:27:00",52.304,-0.803,22,42
"2021-08-16 03:28:00",52.304,-0.8,22,42
"2021-08-16 03:29:00",52.304,-0.798,22,42
"2021-08-16 03:30:00",52.304,-0.8,22,42
"2021-08-16 03:31:00",52.304,-0.808,22,42
"2021-08-16 03:32:00",52.304,-0.813,22,42
"2021-08-16 03:33:00",52.304,-0.812,22,42
"2021-08-16 03:34:00",52.304,-0.806,22,42
"2021-08-16 03:35:00",52.304,-0.801,22,42
"2021-08-16 03:36:00",52.304,-0.798,22,42
"2021-08-16 03:37:00",52.304,-0.799,22,42
"2021-08-16 03:38:00",52.304,-0.806,22,42
"2021-08-16 03:39:00",52.304,-0.811,22,42
"2021-08-16 03:40:00",52.304,-0.812,22,42
"2021-08-16 03:41:00",52.304,-0.809,22,42
"2021-08-16 03:42:00",52.304,-0.802,22,42
"2021-08-16 03:43:00",52.304,-0.799,22,42
"2021-08-16 03:44:00",52.304,-0.798,22,42
"2021-08-16 03:45:00",52.304,-0.802,22,41
"2021-08-16 03:46:00",52.304,-0.808,22,41
"2021-08-16 03:47:00",52.304,-0.812,22,41
"2021-08-16 03:48:00",52.304,-0.812,22,41
"2021-08-16 03:49:00",52.304,-0.805,22,41
"2021-08-16 03:50:00",52.304,-0.799,22,41
"2021-08-16 03:51:00",52.304,-0.798,22,41
"2021-08-16 03:52:00",52.304,-0.801,22,41
"2021-08-16 03:53:00",52.304,-0.807,22,41
"2021-08-16 03:54:00",52.304,-0.812,22,41
"2021-08-16 03:55:00",52.304,-0.819,22,41
"2021-08-16 03:56:00",52.304,-0.808,22,41
"2021-08-16 03:57:00",52.304,-0.82,22,41
"2021-08-16 03:58:00",52.304,-0.799,22,41
"2021-08-16 03:59:00",52.304,-0.846,22,41
"2021-08-16 04:00:00",52.304,-0.803,22,41
"2021-08-16 04:01:00",52.304,-0.81,22,41
"2021-08-16 04:02:00",52.32,-0.813,22,41
"2021-08-16 04:03:00",52.304,-0.81,22,41
"2021-08-16 04:04:00",52.304,-0.804,22,41
"2021-08-16 04:05:00",52.304,-0.8,22,41
"2021-08-16 04:06:00",52.304,-0.798,22,41
"2021-08-16 04:07:00",52.304,-0.801,22,41
"2021-08-16 04:08:00",52.304,-0.808,22,41
"2021-08-16 04:09:00",52.304,-0.812,22,41
"2021-08-16 04:10:00",52.304,-0.812,22,41
"2021-08-16 04:11:00",52.304,-0.808,22,41
"2021-08-16 04:12:00",52.304,-0.801,22,41
"2021-08-16 04:13:00",52.304,-0.798,21,41
"2021-08-16 04:14:00",52.304,-0.8,22,41
"2021-08-16 04:15:00",52.304,-0.806,21,41
"2021-08-16 04:16:00",52.304,-0.811,21,41
"2021-08-16 04:17:00",52.304,-0.813,21,41
"2021-08-16 04:18:00",52.304,-0.81,21,41
"2021-08-16 04:19:00",52.304,-0.803,21,41
"2021-08-16 04:20:00",52.304,-0.799,21,40
"2021-08-16 04:21:00",52.304,-0.799,21,40
"2021-08-16 04:22:00",52.304,-0.803,21,40
"2021-08-16 04:23:00",52.304,-0.809,21,40
"2021-08-16 04:24:00",52.304,-0.814,21,40
"2021-08-16 04:25:00",52.304,-0.811,21,40
"2021-08-16 04:26:00",52.304,-0.806,21,40
"2021-08-16 04:27:00",52.304,-0.8,21,40
"2021-08-16 04:28:00",52.304,-0.8,21,40
"2021-08-16 04:29:00",52.304,-0.801,21,40
"2021-08-16 04:30:00",52.304,-0.806,21,40
"2021-08-16 04:31:00",52.304,-0.812,21,40
"2021-08-16 04:32:00",52.304,-0.812,21,40
"2021-08-16 04:33:00",52.304,-0.809,21,40
"2021-08-16 04:34:00",52.304,-0.802,21,40
"2021-08-16 04:35:00",52.304,-0.798,21,40
"2021-08-16 04:36:00",52.304,-0.799,21,40
"2021-08-16 04:37:00",52.304,-0.805,21,40
"2021-08-16 04:38:00",52.304,-0.811,21,40
"2021-08-16 04:39:00",52.304,-0.813,21,40
"2021-08-16 04:40:00",52.304,-0.81,21,40
"2021-08-16 04:41:00",52.304,-0.805,21,40
"2021-08-16 04:42:00",52.304,-0.799,21,40
"2021-08-16 04:43:00",52.304,-0.799,21,40
"2021-08-16 04:44:00",52.304,-0.803,21,40
"2021-08-16 04:45:00",52.304,-0.809,21,40
"2021-08-16 04:46:00",52.304,-0.813,21,40
"2021-08-16 04:47:00",52.304,-0.812,21,40
"2021-08-16 04:48:00",52.304,-0.808,21,40
"2021-08-16 04:49:00",52.304,-0.801,21,40
"2021-08-16 04:50:00",52.304,-0.8,21,40
"2021-08-16 04:51:00",52.304,-0.801,21,40
"2021-08-16 04:52:00",52.304,-0.81,21,40
"2021-08-16 04:53:00",52.304,-0.813,21,40
"2021-08-16 04:54:00",52.304,-0.822,21,39
"2021-08-16 04:55:00",52.304,-0.81,21,39
"2021-08-16 04:56:00",52.112,-4.441,21,39
"2021-08-16 04:57:00",52.128,-2.159,21,39
"2021-08-16 04:58:00",52.144,-2.136,21,39
"2021-08-16 04:59:00",52.144,-2.07,21,39
"2021-08-16 05:00:00",52.144,-2.072,21,39
"2021-08-16 05:01:00",52.144,-2.076,21,39
"2021-08-16 05:02:00",52.144,-2.075,21,39
"2021-08-16 05:03:00",52.144,-2.065,21,39
"2021-08-16 05:04:00",52.144,-2.057,21,39
"2021-08-16 05:05:00",52.144,-2.041,21,39
"2021-08-16 05:06:00",52.144,-2.037,21,39
"2021-08-16 05:07:00",52.144,-2.042,21,39
"2021-08-16 05:08:00",52.144,-2.044,21,39
"2021-08-16 05:09:00",52.144,-2.049,21,38
"2021-08-16 05:10:00",52.144,-2.036,21,38
"2021-08-16 05:11:00",52.128,-2.031,21,38
"2021-08-16 05:12:00",52.128,-2.019,21,38
"2021-08-16 05:13:00",52.128,-2.011,21,38
"2021-08-16 05:14:00",52.128,-2.022,21,38
"2021-08-16 05:15:00",52.128,-2.022,21,38
"2021-08-16 05:16:00",52.128,-2.033,21,38
"2021-08-16 05:17:00",52.128,-2.105,21,38
"2021-08-16 05:18:00",52.112,-2.1,21,38
"2021-08-16 05:19:00",52.112,-2.095,21,38
"2021-08-16 05:20:00",52.112,-2.083,21,38
"2021-08-16 05:21:00",52.112,-2.083,21,38
"2021-08-16 05:22:00",52.112,-2.091,21,38
"2021-08-16 05:23:00",52.112,-2.092,21,38
"2021-08-16 05:24:00",52.112,-2.095,21,37
"2021-08-16 05:25:00",52.096,-2.088,21,37
"2021-08-16 05:26:00",52.096,-2.087,21,37
"2021-08-16 05:27:00",52.096,-2.077,21,37
"2021-08-16 05:28:00",52.096,-2.082,21,37
"2021-08-16 05:29:00",52.096,-2.08,21,37
"2021-08-16 05:30:00",52.096,-2.09,21,37
"2021-08-16 05:31:00",52.096,-2.095,21,37
"2021-08-16 05:32:00",52.08,-2.092,21,37
"2021-08-16 05:33:00",52.064,-2.081,21,37
"2021-08-16 05:34:00",52.064,-2.067,21,37
"2021-08-16 05:35:00",52.064,-2.057,21,37
"2021-08-16 05:36:00",52.064,-2.063,21,37
"2021-08-16 05:37:00",52.064,-2.066,21,36
"2021-08-16 05:38:00",52.064,-2.063,21,36
"2021-08-16 05:39:00",52.064,-2.039,21,36
"2021-08-16 05:40:00",52.064,-2.03,21,36
"2021-08-16 05:41:00",52.064,-2.007,21,36
"2021-08-16 05:42:00",52.064,-2.039,21,36
"2021-08-16 05:43:00",52.064,-2.019,21,36
"2021-08-16 05:44:00",52.064,-2.042,21,36
"2021-08-16 05:45:00",52.064,-1.967,21,36
"2021-08-16 05:46:00",52.064,-1.91,21,36
"2021-08-16 05:47:00",52.064,-1.875,21,36
"2021-08-16 05:48:00",52.08,-0.659,21,36
"2021-08-16 05:49:00",52.128,-0.63,21,36
"2021-08-16 05:50:00",52.144,-0.604,21,36
"2021-08-16 05:51:00",52.16,-0.585,21,36
"2021-08-16 05:52:00",52.16,-0.557,21,36
"2021-08-16 05:53:00",52.16,-0.523,21,36
"2021-08-16 05:54:00",52.16,-0.494,21,36
"2021-08-16 05:55:00",52.16,-0.439,20,35
"2021-08-16 05:56:00",52.192,-0.377,20,35
"2021-08-16 05:57:00",52.208,-0.326,20,35
"2021-08-16 05:58:00",52.224,-0.284,20,35
"2021-08-16 05:59:00",52.224,-0.261,20,35
"2021-08-16 06:00:00",52.24,-0.217,20,35
"2021-08-16 06:01:00",52.24,-0.144,20,35
"2021-08-16 06:02:00",52.24,-0.066,20,35
"2021-08-16 06:03:00",52.256,-0.013,20,35
"2021-08-16 06:04:00",52.288,0.033,20,35
"2021-08-16 06:05:00",52.304,0.069,20,35
"2021-08-16 06:06:00",52.304,0.111,20,35
"2021-08-16 06:07:00",52.304,0.151,20,35
"2021-08-16 06:08:00",52.304,0.193,20,35
"2021-08-16 06:09:00",52.32,0.255,20,35
"2021-08-16 06:10:00",52.32,0.317,20,35
"2021-08-16 06:11:00",52.352,0.365,20,35
"2021-08-16 06:12:00",52.384,0.365,20,35
"2021-08-16 06:13:00",52.384,0.425,20,35
"2021-08-16 06:14:00",52.384,0.496,20,35
"2021-08-16 06:15:00",52.384,0.536,20,35
"2021-08-16 06:16:00",52.384,0.588,20,35
"2021-08-16 06:17:00",52.384,0.649,20,35
"2021-08-16 06:18:00",52.432,0.707,20,35
"2021-08-16 06:19:00",52.448,0.756,20,35
"2021-08-16 06:20:00",52.48,0.789,20,35
"2021-08-16 06:21:00",52.48,0.821,20,36
"2021-08-16 06:22:00",52.48,0.859,20,36
"2021-08-16 06:23:00",52.48,0.898,20,36
"2021-08-16 06:24:00",52.512,0.911,20,36
"2021-08-16 06:25:00",52.512,0.977,20,36
"2021-08-16 06:26:00",52.544,1.058,20,36
"2021-08-16 06:27:00",52.56,1.102,20,36
"2021-08-16 06:28:00",52.56,1.144,20,36
"2021-08-16 06:29:00",52.56,1.187,20,36
"2021-08-16 06:30:00",52.56,1.23,20,36
"2021-08-16 06:31:00",52.576,1.272,20,36
"2021-08-16 06:32:00",52.592,1.34,20,36
"2021-08-16 06:33:00",52.624,1.383,20,36
"2021-08-16 06:34:00",52.64,1.427,20,36
"2021-08-16 06:35:00",52.672,1.453,20,36
"2021-08-16 06:36:00",52.672,1.494,20,36
"2021-08-16 06:37:00",52.672,1.538,20,36
"2021-08-16 06:38:00",52.672,1.585,20,36
"2021-08-16 06:39:00",52.672,1.618,20,36
"2021-08-16 06:40:00",52.704,1.67,20,36
"2021-08-16 06:41:00",52.736,1.701,20,36
"2021-08-16 06:42:00",52.752,1.587,20,36
"2021-08-16 06:43:00",52.752,1.607,20,36
"2021-08-16 06:44:00",52.752,1.698,20,36
"2021-08-16 06:45:00",52.752,1.849,20,37
"2021-08-16 06:46:00",52.752,1.877,20,37
"2021-08-16 06:47:00",52.784,1.902,20,37
"2021-08-16 06:48:00",52.816,1.973,20,37
"2021-08-16 06:49:00",52.832,1.966,20,37
"2021-08-16 06:50:00",52.848,2.005,20,37
"2021-08-16 06:51:00",52.832,2.015,20,37
"2021-08-16 06:52:00",52.832,2.039,20,37
"2021-08-16 06:53:00",52.832,2.056,20,37
"2021-08-16 06:54:00",52.848,2.06,20,37
"2021-08-16 06:55:00",52.88,2.158,20,37
"2021-08-16 06:56:00",52.912,2.393,20,38
"2021-08-16 06:57:00",52.912,2.441,20,38
"2021-08-16 06:58:00",52.928,2.475,20,38
"2021-08-16 06:59:00",52.928,2.51,20,38
"2021-08-16 07:00:00",52.928,2.566,20,38
"2021-08-16 07:01:00",52.928,2.635,20,38
"2021-08-16 07:02:00",52.944,2.674,20,38
"2021-08-16 07:03:00",52.976,2.745,20,38
"2021-08-16 07:04:00",52.992,2.758,20,38
"2021-08-16 07:05:00",52.992,2.839,20,38
"2021-08-16 07:06:00",53.008,2.859,20,38
"2021-08-16 07:07:00",53.008,2.938,20,39
"2021-08-16 07:08:00",53.008,3,20,39
"2021-08-16 07:09:00",53.024,2.498,20,39
"2021-08-16 07:10:00",53.024,2.485,20,39
"2021-08-16 07:11:00",53.04,2.452,20,39
"2021-08-16 07:12:00",53.04,2.579,20,39
"2021-08-16 07:13:00",53.04,2.579,20,39
"2021-08-16 07:14:00",53.04,2.67,20,39
"2021-08-16 07:15:00",53.024,2.722,20,39
"2021-08-16 07:16:00",53.024,2.751,20,39
"2021-08-16 07:17:00",53.024,2.839,20,40
"2021-08-16 07:18:00",53.056,2.901,20,40
"2021-08-16 07:19:00",52.976,1.577,20,40
"2021-08-16 07:20:00",52.992,1.623,20,40
"2021-08-16 07:21:00",52.992,1.759,20,40
"2021-08-16 07:22:00",52.976,1.795,20,40
"2021-08-16 07:23:00",51.344,-19.993,20,40
"2021-08-16 07:24:00",50.784,-19.943,20,39
"2021-08-16 07:25:00",50.72,-19.93,20,39
"2021-08-16 07:26:00",50.976,-19.84,20,38
"2021-08-16 07:27:00",51.152,-19.751,20,37
"2021-08-16 07:28:00",51.152,-19.884,20,37
"2021-08-16 07:29:00",50.864,-19.915,20,36
"2021-08-16 07:30:00",50.48,-19.946,20,35
"2021-08-16 07:31:00",51.904,0.936,20,35
"2021-08-16 07:32:00",52.128,1.644,20,35
"2021-08-16 07:33:00",52.208,1.792,20,35
"2021-08-16 07:34:00",52.304,2.199,20,35
"2021-08-16 07:35:00",52.352,2.246,20,35
"2021-08-16 07:36:00",52.368,2.344,20,35
"2021-08-16 07:37:00",52.352,2.386,20,35
"2021-08-16 07:38:00",52.336,2.666,20,35
"2021-08-16 07:39:00",52.4,3.1,20,36
"2021-08-16 07:40:00",52.528,3.608,20,36
"2021-08-16 07:41:00",52.64,4.024,20,36
"2021-08-16 07:42:00",52.72,4.276,20,36
"2021-08-16 07:43:00",52.784,4.806,20,36
"2021-08-16 07:44:00",52.8,5.405,20,36
"2021-08-16 07:45:00",52.8,5.583,20,36
"2021-08-16 07:46:00",52.88,6.18,20,37
"2021-08-16 07:47:00",53.008,6.546,20,37
"2021-08-16 07:48:00",53.136,6.978,20,37
"2021-08-16 07:49:00",53.232,7.472,20,38
"2021-08-16 07:50:00",53.312,7.996,20,38
"2021-08-16 07:51:00",53.344,8.406,20,38
"2021-08-16 07:52:00",53.36,8.893,20,38
"2021-08-16 07:53:00",53.392,9.371,20,39
"2021-08-16 07:54:00",53.504,9.905,20,39
"2021-08-16 07:55:00",53.584,10.242,20,39
"2021-08-16 07:56:00",53.68,10.883,20,40
"2021-08-16 07:57:00",53.744,11.478,20,40
"2021-08-16 07:58:00",53.76,11.999,20,40
"2021-08-16 07:59:00",53.84,14.647,20,41
"2021-08-16 08:00:00",53.84,14.99,20,41
"2021-08-16 08:01:00",53.952,16.53,20,42
"2021-08-16 08:02:00",54.048,17.576,20,42
"2021-08-16 08:03:00",54.112,18.52,21,43
"2021-08-16 08:04:00",54.176,19.597,21,43
"2021-08-16 08:05:00",54.192,20.246,21,44
"2021-08-16 08:06:00",54.24,21.633,21,45
"2021-08-16 08:07:00",54.224,21.787,21,45
"2021-08-16 08:08:00",54.256,22.883,21,46
"2021-08-16 08:09:00",54.336,23.871,21,47
"2021-08-16 08:10:00",54.432,24.851,22,48
"2021-08-16 08:11:00",54.512,25.844,22,48
"2021-08-16 08:12:00",54.544,26.615,22,49
"2021-08-16 08:13:00",54.592,27.734,22,51
"2021-08-16 08:14:00",54.576,28.604,23,51
"2021-08-16 08:15:00",54.608,28.939,23,52
"2021-08-16 08:16:00",54.656,29.21,23,53
"2021-08-16 08:17:00",54.736,29.545,23,54
"2021-08-16 08:18:00",54.768,29.784,23,55
"2021-08-16 08:19:00",54.768,29.971,24,56
"2021-08-16 08:20:00",54.784,30.249,24,57
"2021-08-16 08:21:00",54.784,30.49,24,58
"2021-08-16 08:22:00",54.752,30.714,24,59
"2021-08-16 08:23:00",54.8,31.064,25,60
"2021-08-16 08:24:00",54.848,31.119,25,61
"2021-08-16 08:25:00",54.896,31.501,25,62
"2021-08-16 08:26:00",54.928,31.693,25,63
"2021-08-16 08:27:00",54.928,31.794,26,64
"2021-08-16 08:28:00",54.928,32.052,26,65
"2021-08-16 08:29:00",54.88,31.684,26,66
"2021-08-16 08:30:00",54.896,31.896,26,67
"2021-08-16 08:31:00",54.976,32.077,26,68
"2021-08-16 08:32:00",55.024,32.092,27,69
"2021-08-16 08:33:00",55.04,32.243,27,70
"2021-08-16 08:34:00",55.056,32.314,27,71
"2021-08-16 08:35:00",55.056,32.616,27,72
"2021-08-16 08:36:00",55.056,32.806,27,73
"2021-08-16 08:37:00",54.96,31.859,27,74
"2021-08-16 08:38:00",55.04,32.177,28,75
"2021-08-16 08:39:00",55.12,32.38,28,76
"2021-08-16 08:40:00",55.184,32.526,28,77
