"Date","Volts(V)","Current(A)","Temperature(°C)","State Of Charge(%)"
"2021-08-14 12:30:00",53.456,0.043,28,100
"2021-08-14 12:31:00",53.44,0.061,28,100
"2021-08-14 12:32:00",53.44,0.062,28,100
"2021-08-14 12:33:00",53.456,0.074,28,100
"2021-08-14 12:34:00",53.472,0.077,28,100
"2021-08-14 12:35:00",53.472,0.067,28,100
"2021-08-14 12:36:00",53.472,0.029,28,100
"2021-08-14 12:37:00",53.472,0.043,28,100
"2021-08-14 12:38:00",53.456,0.055,28,100
"2021-08-14 12:39:00",53.44,0.055,28,100
"2021-08-14 12:40:00",53.44,0.07,28,100
"2021-08-14 12:41:00",53.456,0.065,27,100
"2021-08-14 12:42:00",53.472,0.073,27,100
"2021-08-14 12:43:00",53.472,0.031,27,100
"2021-08-14 12:44:00",53.472,0.032,27,100
"2021-08-14 12:45:00",53.456,0.042,27,100
"2021-08-14 12:46:00",53.44,0.051,27,100
"2021-08-14 12:47:00",53.44,0.057,27,100
"2021-08-14 12:48:00",53.456,0.073,27,100
"2021-08-14 12:49:00",53.456,0.086,27,100
"2021-08-14 12:50:00",53.472,0.071,27,100
"2021-08-14 12:51:00",53.472,0.06,27,100
"2021-08-14 12:52:00",53.472,0.036,27,100
"2021-08-14 12:53:00",53.456,0.03,27,100
"2021-08-14 12:54:00",53.44,0.04,27,100
"2021-08-14 12:55:00",53.44,0.066,27,100
"2021-08-14 12:56:00",53.456,0.075,27,100
"2021-08-14 12:57:00",53.456,0.046,27,100
"2021-08-14 12:58:00",53.472,0.053,27,100
"2021-08-14 12:59:00",53.472,0.031,27,100
"2021-08-14 13:00:00",53.472,0.05,27,100
"2021-08-14 13:01:00",53.456,0.043,27,100
"2021-08-14 13:02:00",53.44,0.052,27,100
"2021-08-14 13:03:00",53.44,0.066,27,100
"2021-08-14 13:04:00",53.456,0.072,27,100
"2021-08-14 13:05:00",53.472,0.059,27,100
"2021-08-14 13:06:00",53.472,0.069,27,100
"2021-08-14 13:07:00",53.472,0.043,27,100
"2021-08-14 13:08:00",53.472,0.02,27,100
"2021-08-14 13:09:00",53.456,0.044,27,100
"2021-08-14 13:10:00",53.44,0.053,27,100
"2021-08-14 13:11:00",53.456,0.069,27,100
"2021-08-14 13:12:00",53.456,0.074,27,100
"2021-08-14 13:13:00",53.472,0.07,27,100
"2021-08-14 13:14:00",53.472,0.056,27,100
"2021-08-14 13:15:00",53.472,0.029,27,100
"2021-08-14 13:16:00",53.456,0.039,27,100
"2021-08-14 13:17:00",53.44,0.044,27,100
"2021-08-14 13:18:00",53.44,0.059,27,100
"2021-08-14 13:19:00",53.44,0.064,27,100
"2021-08-14 13:20:00",53.456,0.066,27,100
"2021-08-14 13:21:00",53.456,0.072,27,100
"2021-08-14 13:22:00",53.472,0.051,27,100
"2021-08-14 13:23:00",53.472,0.029,27,100
"2021-08-14 13:24:00",53.472,0.044,27,100
"2021-08-14 13:25:00",53.44,0.036,27,100
"2021-08-14 13:26:00",53.44,0.063,27,100
"2021-08-14 13:27:00",53.44,0.098,27,100
"2021-08-14 13:28:00",53.456,0.075,27,100
"2021-08-14 13:29:00",53.456,0.064,27,100
"2021-08-14 13:30:00",53.456,0.046,27,100
"2021-08-14 13:31:00",53.456,0.04,27,100
"2021-08-14 13:32:00",53.456,0.045,27,100
"2021-08-14 13:33:00",53.456,0.046,27,100
"2021-08-14 13:34:00",53.456,0.054,27,100
"2021-08-14 13:35:00",53.456,0.058,27,100
"2021-08-14 13:36:00",53.456,0.064,27,100
"2021-08-14 13:37:00",53.456,0.062,27,100
"2021-08-14 13:38:00",53.456,0.053,27,100
"2021-08-14 13:39:00",53.456,0.041,27,100
"2021-08-14 13:40:00",53.456,0.668,27,100
"2021-08-14 13:41:00",53.456,0.103,27,100
"2021-08-14 13:42:00",53.456,0.077,27,100
"2021-08-14 13:43:00",53.456,0.061,27,100
"2021-08-14 13:44:00",53.456,0.056,27,100
"2021-08-14 13:45:00",53.456,0.053,27,100
"2021-08-14 13:46:00",0,0,0,0
"2021-08-14 13:47:00",0,0,0,0
"2021-08-14 13:48:00",0,0,0,0
"2021-08-14 13:49:00",,,,
"2021-08-14 13:50:00",,,,
"2021-08-14 13:51:00",,,,
"2021-08-14 13:52:00",,,,
"2021-08-14 13:53:00",,,,
"2021-08-14 13:54:00",,,,
"2021-08-14 13:55:00",,,,
"2021-08-14 13:56:00",,,,
"2021-08-14 13:57:00",,,,
"2021-08-14 13:58:00",,,,
"2021-08-14 13:59:00",,,,
"2021-08-14 14:00:00",,,,
"2021-08-14 14:01:00",,,,
"2021-08-14 14:02:00",,,,
"2021-08-14 14:03:00",,,,
"2021-08-14 14:04:00",,,,
"2021-08-14 14:05:00",,,,
"2021-08-14 14:06:00",,,,
"2021-08-14 14:07:00",,,,
"2021-08-14 14:08:00",,,,
"2021-08-14 14:09:00",,,,
"2021-08-14 14:10:00",55.152,14.747,27,100
"2021-08-14 14:11:00",55.248,2.703,27,100
"2021-08-14 14:12:00",55.12,1.122,27,100
"2021-08-14 14:13:00",54.656,-2.222,27,100
"2021-08-14 14:14:00",54.416,-2.21,27,99
"2021-08-14 14:15:00",54.208,-2.206,27,99
"2021-08-14 14:16:00",54.032,-2.236,27,99
"2021-08-14 14:17:00",53.856,-2.236,27,99
"2021-08-14 14:18:00",53.68,-2.275,27,99
"2021-08-14 14:19:00",53.552,-2.235,27,99
"2021-08-14 14:20:00",53.504,-1.204,27,99
"2021-08-14 14:21:00",53.504,-0.603,27,99
"2021-08-14 14:22:00",53.504,-0.319,27,99
"2021-08-14 14:23:00",53.504,-0.175,27,99
"2021-08-14 14:24:00",53.504,-0.104,27,99
"2021-08-14 14:25:00",53.488,-0.047,27,99
"2021-08-14 14:26:00",53.472,-0.006,27,99
"2021-08-14 14:27:00",53.472,0.011,27,99
"2021-08-14 14:28:00",53.472,0.024,27,99
"2021-08-14 14:29:00",53.488,0.046,27,99
"2021-08-14 14:30:00",53.488,0.053,27,99
"2021-08-14 14:31:00",53.488,0.043,27,99
"2021-08-14 14:32:00",53.488,0.044,27,99
"2021-08-14 14:33:00",53.488,0.046,27,99
"2021-08-14 14:34:00",53.488,0.06,27,99
"2021-08-14 14:35:00",53.488,0.081,27,99
"2021-08-14 14:36:00",53.488,0.07,27,99
"2021-08-14 14:37:00",53.488,0.063,27,99
"2021-08-14 14:38:00",53.488,0.06,27,99
"2021-08-14 14:39:00",53.488,0.06,27,99
"2021-08-14 14:40:00",53.488,0.053,27,99
"2021-08-14 14:41:00",53.488,0.066,27,99
"2021-08-14 14:42:00",53.488,0.07,27,99
"2021-08-14 14:43:00",53.488,0.063,27,99
"2021-08-14 14:44:00",53.488,0.087,27,99
"2021-08-14 14:45:00",53.488,0.065,27,99
"2021-08-14 14:46:00",53.488,0.064,27,99
"2021-08-14 14:47:00",53.488,0.062,27,99
"2021-08-14 14:48:00",53.488,0.054,27,100
"2021-08-14 14:49:00",53.472,0.067,27,100
"2021-08-14 14:50:00",53.472,0.087,27,100
"2021-08-14 14:51:00",53.488,0.108,27,100
"2021-08-14 14:52:00",53.488,0.097,27,100
"2021-08-14 14:53:00",53.488,0.086,26,100
"2021-08-14 14:54:00",53.488,0.069,26,100
"2021-08-14 14:55:00",53.488,0.072,26,100
"2021-08-14 14:56:00",53.488,0.066,26,100
"2021-08-14 14:57:00",53.488,0.07,26,100
"2021-08-14 14:58:00",53.488,0.075,26,100
"2021-08-14 14:59:00",53.488,0.078,26,100
"2021-08-14 15:00:00",53.488,0.083,26,100
"2021-08-14 15:01:00",53.488,0.07,26,100
"2021-08-14 15:02:00",53.488,0.048,26,100
"2021-08-14 15:03:00",53.488,0.052,26,100
"2021-08-14 15:04:00",53.488,0.056,26,100
"2021-08-14 15:05:00",53.488,0.08,26,100
"2021-08-14 15:06:00",53.488,0.083,26,100
"2021-08-14 15:07:00",53.488,0.089,26,100
"2021-08-14 15:08:00",53.488,0.074,26,100
"2021-08-14 15:09:00",53.488,0.063,26,100
"2021-08-14 15:10:00",53.488,0.057,26,100
"2021-08-14 15:11:00",53.488,0.052,26,100
"2021-08-14 15:12:00",53.472,0.061,26,100
"2021-08-14 15:13:00",53.472,0.089,26,100
"2021-08-14 15:14:00",53.472,0.077,26,100
"2021-08-14 15:15:00",53.472,0.084,26,100
"2021-08-14 15:16:00",53.488,0.089,26,100
"2021-08-14 15:17:00",53.488,0.069,26,100
"2021-08-14 15:18:00",53.488,0.06,26,100
"2021-08-14 15:19:00",53.472,0.054,26,100
"2021-08-14 15:20:00",53.456,0.069,26,100
"2021-08-14 15:21:00",53.456,0.093,26,100
"2021-08-14 15:22:00",53.456,0.1,26,100
"2021-08-14 15:23:00",53.472,0.085,26,100
"2021-08-14 15:24:00",53.472,0.077,26,100
"2021-08-14 15:25:00",53.472,0.058,26,100
"2021-08-14 15:26:00",53.472,0.057,26,100
"2021-08-14 15:27:00",53.472,0.069,26,100
"2021-08-14 15:28:00",53.472,0.085,26,100
"2021-08-14 15:29:00",53.472,0.091,26,100
"2021-08-14 15:30:00",53.472,0.078,26,100
"2021-08-14 15:31:00",53.472,0.089,26,100
"2021-08-14 15:32:00",53.472,0.076,26,100
"2021-08-14 15:33:00",53.472,0.072,26,100
"2021-08-14 15:34:00",53.472,0.061,26,100
"2021-08-14 15:35:00",53.472,0.072,26,100
"2021-08-14 15:36:00",53.472,0.079,26,100
"2021-08-14 15:37:00",53.472,0.098,26,100
"2021-08-14 15:38:00",53.472,0.099,26,100
"2021-08-14 15:39:00",53.472,0.075,26,100
"2021-08-14 15:40:00",53.472,0.045,26,100
"2021-08-14 15:41:00",53.472,0.072,26,100
"2021-08-14 15:42:00",53.472,0.067,26,100
"2021-08-14 15:43:00",53.472,0.063,26,100
"2021-08-14 15:44:00",53.472,0.091,26,100
"2021-08-14 15:45:00",53.472,0.094,26,100
"2021-08-14 15:46:00",53.472,0.074,26,100
"2021-08-14 15:47:00",53.472,0.083,26,100
"2021-08-14 15:48:00",53.472,0.061,26,100
"2021-08-14 15:49:00",53.472,0.062,26,100
"2021-08-14 15:50:00",53.472,0.068,26,100
"2021-08-14 15:51:00",53.472,0.081,26,100
"2021-08-14 15:52:00",53.456,0.081,26,100
"2021-08-14 15:53:00",53.472,0.089,26,100
"2021-08-14 15:54:00",53.472,0.088,26,100
"2021-08-14 15:55:00",53.472,0.066,26,100
"2021-08-14 15:56:00",53.472,0.066,26,100
"2021-08-14 15:57:00",53.472,0.062,26,100
"2021-08-14 15:58:00",53.472,0.064,26,100
"2021-08-14 15:59:00",53.472,0.077,26,100
"2021-08-14 16:00:00",53.472,0.085,26,100
"2021-08-14 16:01:00",53.472,0.09,26,100
"2021-08-14 16:02:00",53.472,0.085,26,100
"2021-08-14 16:03:00",53.472,0.076,26,100
"2021-08-14 16:04:00",53.472,0.081,26,100
"2021-08-14 16:05:00",53.472,0.058,26,100
"2021-08-14 16:06:00",53.472,0.055,26,100
"2021-08-14 16:07:00",53.472,0.084,26,100
"2021-08-14 16:08:00",53.472,0.086,26,100
"2021-08-14 16:09:00",53.472,0.084,26,100
"2021-08-14 16:10:00",53.472,0.068,26,100
"2021-08-14 16:11:00",53.472,0.083,26,100
"2021-08-14 16:12:00",53.472,0.071,26,100
"2021-08-14 16:13:00",53.472,0.077,26,100
"2021-08-14 16:14:00",53.472,0.076,26,100
"2021-08-14 16:15:00",53.472,0.087,26,100
"2021-08-14 16:16:00",53.472,0.039,26,100
"2021-08-14 16:17:00",53.472,0.032,26,100
"2021-08-14 16:18:00",53.472,0.067,26,100
"2021-08-14 16:19:00",53.472,0.054,26,100
"2021-08-14 16:20:00",53.472,0.052,26,100
"2021-08-14 16:21:00",53.472,0.047,26,100
"2021-08-14 16:22:00",53.472,0.073,26,100
"2021-08-14 16:23:00",53.472,0.071,26,100
"2021-08-14 16:24:00",53.472,0.1,26,100
"2021-08-14 16:25:00",53.472,0.087,26,100
"2021-08-14 16:26:00",53.488,0.088,26,100
"2021-08-14 16:27:00",53.488,0.054,26,100
"2021-08-14 16:28:00",53.472,0.047,26,100
"2021-08-14 16:29:00",53.472,0.067,26,100
"2021-08-14 16:30:00",53.472,0.084,26,100
"2021-08-14 16:31:00",53.456,0.09,26,100
"2021-08-14 16:32:00",53.456,0.061,26,100
"2021-08-14 16:33:00",53.488,-0.647,26,99
"2021-08-14 16:34:00",53.472,-1.819,26,99
"2021-08-14 16:35:00",53.296,-3.14,26,99
"2021-08-14 16:36:00",53.088,-3.419,26,99
"2021-08-14 16:37:00",52.976,-3.371,26,99
"2021-08-14 16:38:00",52.896,-3.953,26,99
"2021-08-14 16:39:00",52.88,-3.937,26,99
"2021-08-14 16:40:00",52.88,-3.853,26,99
"2021-08-14 16:41:00",52.88,-3.498,26,99
"2021-08-14 16:42:00",52.896,-2.801,26,99
"2021-08-14 16:43:00",52.896,-1.988,26,99
"2021-08-14 16:44:00",52.896,-1.289,26,98
"2021-08-14 16:45:00",52.896,-0.567,26,98
"2021-08-14 16:46:00",52.928,0.521,26,98
"2021-08-14 16:47:00",53.072,1.261,26,98
"2021-08-14 16:48:00",53.376,5.102,26,99
"2021-08-14 16:49:00",53.472,4.392,26,99
"2021-08-14 16:50:00",53.488,3.385,26,99
"2021-08-14 16:51:00",53.472,2.702,26,99
"2021-08-14 16:52:00",53.44,2.23,26,99
"2021-08-14 16:53:00",53.376,1.854,26,99
"2021-08-14 16:54:00",53.392,1.565,26,99
"2021-08-14 16:55:00",53.424,1.336,26,99
"2021-08-14 16:56:00",53.472,1.147,26,99
"2021-08-14 16:57:00",53.488,0.979,26,99
"2021-08-14 16:58:00",53.488,0.81,26,99
"2021-08-14 16:59:00",53.488,0.667,26,99
"2021-08-14 17:00:00",53.456,0.599,26,99
"2021-08-14 17:01:00",53.392,0.535,26,99
"2021-08-14 17:02:00",53.392,0.477,26,99
"2021-08-14 17:03:00",53.456,0.471,26,99
"2021-08-14 17:04:00",53.472,0.415,26,99
"2021-08-14 17:05:00",53.488,0.381,26,99
"2021-08-14 17:06:00",53.488,0.31,26,99
"2021-08-14 17:07:00",53.472,0.266,26,99
"2021-08-14 17:08:00",53.44,0.247,26,99
"2021-08-14 17:09:00",53.408,0.239,26,99
"2021-08-14 17:10:00",53.408,0.246,26,99
"2021-08-14 17:11:00",53.456,0.246,26,99
"2021-08-14 17:12:00",53.472,0.234,26,99
"2021-08-14 17:13:00",53.488,0.199,26,99
"2021-08-14 17:14:00",53.488,0.157,26,99
"2021-08-14 17:15:00",53.472,0.128,26,99
"2021-08-14 17:16:00",53.424,0.149,26,99
"2021-08-14 17:17:00",53.408,0.153,26,99
"2021-08-14 17:18:00",53.424,0.207,26,99
"2021-08-14 17:19:00",53.456,0.185,26,100
"2021-08-14 17:20:00",53.472,0.172,26,100
"2021-08-14 17:21:00",53.472,0.148,26,100
"2021-08-14 17:22:00",53.472,0.112,26,100
"2021-08-14 17:23:00",53.472,0.108,26,100
"2021-08-14 17:24:00",53.456,0.114,26,100
"2021-08-14 17:25:00",53.44,0.128,26,100
"2021-08-14 17:26:00",53.44,0.134,26,100
"2021-08-14 17:27:00",53.456,0.137,26,100
"2021-08-14 17:28:00",53.472,0.138,26,100
"2021-08-14 17:29:00",53.472,0.101,26,100
"2021-08-14 17:30:00",53.472,0.093,26,100
